,Unnamed: 0,rating,header,review
1429,1429,Без оценки,Проблема получить жалобную книгу и неинформированность клиента,"<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-full="""">
							21.02.2020 в отделении Россельхозбанка, м. Красносельская, закрыл вклад в долларах США. В банке ""Открытие"", м. Сокольники, при открытии нового вклада не взяли две совершенно новые купюры по 100 $. Назвали причину: пометки на банкнотах. В Россельхозбанке назад на купюры без пометок не поменяли, хотя не прошло более часа, как я у них получил эти купюры.  Хотя за рубли готовы были выкупить, но я отказался. Упрекнули, что должен был все купюры проверить при получении их из кассы.  <br/><br/>Но какие купюры правильные и хорошие, а какие-плохие? В отделении никаких правил не вывешено. Тогда как проверять купюры?  Попросил жалобную книгу у управляющей отделением-не дали, объяснив, что кто-то взял книгу домой для изучения.<br/><br/>В этом же отделении однажды закрыл другой вклад. Через некоторое время при открытии нового вклада забраковали купюру достоинством 1$, которую сами же и выдали мне. С этими долларами получается какая-то кустарщина в банке и самоуправство. Права потребителя в этом случае никак не защищены.
						</div>"
1433,1433,Без оценки,Закрытие счета,"<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-test=""responses-message"">
							Работодатель открыл зарплатный проект и счет в вашем банке в городе Тюмень. Я нахожусь в Екатеринбурге и хочу закрыть карточный счет. Для закрытия счета мне предлагают съездить в Тюмень, хотя в городе Екатеринбург есть представительства Россельхозбанка. Мне бы хотелось закрыть счет без поездки в Тюмень.
						</div>"
1447,1447,Без оценки,Не принимают документы на сельскую ипотеку,"<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-test=""responses-message"">
							Почему в Смоленском отделении не принимают документы на сельскую ипотеку? Говорят соглашение между банком и Министерством сельского хозяйства еще не подписано, будет не раньше марта, но как тогда принимают документы в других регионах?<br/><br/>За это время уже цены на жилье в сельской местности выросли на 10-15%, такое ощущение что застройщикам специально дают время взвинтить цены, и в итоге государственная программа опять не работает.
						</div>"
1453,1453,Без оценки,Обслуживание управляющего и операционистов,"<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-full="""">
							У меня был суд в сентябре 19го года по кредитным договорам 1******/**** и 1******/****, по решению суда было определено взыскать и расторгнуть договор.  Сумма которую я должна оплатить 225 569,44. Я оплатила 168 тысяч рублей наличными через сам банк, а так же оплата идёт через приставов. Через приставов оплачено 26 792,4 тысячи. Итак управляющий банка (Г-на Д.А.) берет не известно откуда какие-то  пени и неустойки.<br>Сумма каждый раз меняется, пени каждый раз растут, хотя они не должны расти. <br/><br/>Суд установил что основной долг 176 921,38, просроченный долг - 14 771,33, проценты за пользование 17 176,34, пени за не своевременную оплату основного долга  1922,47, пени за несвоевр. уплату 1 220,22 и по второму договору просроченный долг основной- 11 381,42, проценты за пользование кредитом  1 821,24, пени за несвоевременную уплату  255,87, пени за проценты- 99,17. <br/><br/>А управляющий банка даёт такие пеня за несвоевременную уплату выросла 4 215,70, несвовер.уплату процентов  3 396,60, задолженность по возмещению убытков 11 455,69, другой договор проценты за пользование кредитом 1 821,24, пеня за  несв уплату 1 652,21, пеня за несв.уплату процентов 322,61.<br/><br/>Ещё после суда написала заявление  на мировое соглашение, по вине банка почему то решение было только принято только в начале января, хотя они рассматривают в течении 30 календарных дней.
						</br></div>"
1479,1479,Без оценки,Ничего не понятно,"<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-full="""">
							Подавали дважды на сельскую ипотеку. Первый раз не прошли по платежеспособности. За две недели закрыли кредиты, кредитные карты (которые были полные, но считаются как действующий кредит) и подали еще раз в главный офис на Короленко 2 в Краснодаре. На что нам, почти через неделю, после нашего звонка и просьбы пересмотреть документы для обычной ипотеки под 8,8 %, так как квартира найдена уже, в грубой форме ответили, зачем мы еще раз подали, если в первый раз отказали. А про сельскую ипотеку сказали, что если ее и будут выдавать, то не в ближайшее время.<br/><br/>Повторные документы ни кто не проверял, это видно из справки Национального бюро кредитных историй, которую после мы заказали сами, повторные запросы банк не делал.<br/>Исходя из сведений из интернета и обращений на горячую линию, в других регионах ее уже выдают, но Краснодарский край особенный.
						</div>"
1481,1481,Без оценки,"Неисполнение обязательств по страховке. Требуют вернуть застрахованный кредит, после смерти отца, спустя 5 лет!","<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-full="""">
							Мой отец оформил кредит на сумму 160 тыс. рублей в станице Павловская 20 февраля 2015 года. Из этой суммы банк взял 17 600 руб.  на страхование жизни. Оригинал договора со страховкой у меня. Первые оплаты шли по графику. Но отец умер от инсульта спустя два месяца после оформления кредита. Я сходил в банк, принес свидетельство о смерти и выписку из амбулаторной карты о причине смерти. Представитель банка в Павловской посмотрела документы и сказала, что случай страховой и можно не переживать. Никаких подтверждающих этот факт документов мне банк не предоставил, а я не знал, что нужно просить.<br/><br/>В январе этого года, спустя пять лет после моего похода в банк, мне приходит повестка в суд. Якобы со всеми пенями и штрафами мы с братом должны банку 420 тыс.! Также выяснилось, что нотариус, занимавшийся наследством, тоже получал в конце 2019 года претензию от банка.<br/><br/>За эти 5 лет нам ни разу не позвонили и не сказали о том, что кредит не покрыт страховкой.<br/>Пожалуйста разберитесь в ситуации. Очень не хочется судится, но и оплачивать застрахованный долг спустя пять лет мы тоже не намерены. Как так? Вы обещаете страхование, берете деньги, а потом спустя столько лет требуете в три раза больше? Тогда какой смысл страхования вообще?
						</div>"
1490,1490,Без оценки,Рефинансирование ипотеки,"<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-full="""">
							Добрый день! В январе 2020 года обратился по вопросу рефинансирования ипотечного кредита в отделение Россельхозбанка на Профсоюзной 56. В день обращения предоставил все необходимые документы менеджеру и уже 17 января 2020 получил одобрение.<br><br>28 января 2020 г. мною был направлен отчет об оценке квартиры менеджеру в электронном виде, а 30 января 2020 года передал менеджеру в отделение оригинал оценки и выписку из домовой книги. С тех пор никакой конкретной информации по сделке нет, менеджер отвечает что все находится у юристов на рассмотрении. Очень жаль что так долго все рассматривается, так как изначально я попросил уложиться со сделкой до конца февраля иначе придется платить страховку в текущем банке и рефинансирование теряет смысл. Звонки в колл-центр не помогли получить информацию по срокам сделки, по информации от менеджера все документы по-прежнему находятся у юристов на рассмотрении.
						</br></br></div>"
1495,1495,Без оценки,Приостановлен прием заявок на сельскую ипотеку,"<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-full="""">
							Обратились с заявкой на сельскую ипотеку 10.02.2020, подали в отделении (Московский проспект). На следующий день узнали, что прием заявок приостановлен.  Кредитный отдел по телефону не смог ответить ни на один вопрос: сроки приостановки не известны, когда планируется одобрение, и выдача финансирования. Нужно ли будет переподавать заявку с учетом ограниченного срока действия справок - неизвестно ничего.<br>При этом сельская ипотека активно пиарится в новостях. Уровень неизвестности положение об ипотеке и неосведомленности сотрудников зашкаливает
						</br></div>"
1511,1511,Без оценки,Потерянные документы,"<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-full="""">
							Брали ипотеку в РСХБ. Процесс получения прошёл ОК. Проблемы начались после полного ее погашения. Написали заявление на выдачу справок и закладной для снятия обременения. Во время написания заявления застали скандал с клиенткой, чьи документы в банке потеряли. <br><br>Спустя неделю, при получении справок, выяснилось, что наша закладная тоже утеряна. Ипотечный менеджер предложил сдать в мфц справки без закладной, ссылаясь на то, что обременение снимут и так.  Росреестр приостановил процедуру уведомив о необходимости подачи закладной.<br/><br/>Месяц закладную искали, но не нашли. В итоге дело сдвинулось с мертвой точки только после нескольких жалоб и звонков. Шёл второй месяц, сейчас будем регистрировать дубликат закладной.<br/><br/>Наше счастье в том, что нам сейчас не нужно проводить никаких сделок с заложенной недвижимостью. Если бы мы хотели, например, продать, то с такими сроками по предоставлению документов сделка бы точно сорвалась.<br/><br/>P.S. Одна из 2х выданных справок была сделана с ошибкой, ее не приняли в МФЦ.
						</br></br></div>"
1533,1533,Без оценки,Дебетовая карта после банкротства физ. лица,"<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-full="""">
							Добрый день!<br><br>В 2016-2017 годах прошёл процедуру банкротства физического лица, тогда же в 2017 была проведена реализация имущества, процедура завершена, производство закрыто, долги списаны. На всех общедоступных ресурсах информация об этом есть, на сайте арбитражного суда можно посмотреть по номеру дела всю историю, включая конечное решение суда. <br><br>Долги были в других банках, т.е. в Россельхозбанке никогда не было ни кредитов, ни счетов.<br/><br/>Сегодня обратился в ваш банк за дебетовой картой. В процессе оформления оператор начала вносить все данные, но в какой-то момент остановилась и сказала что не может мне оформить карту, потому что я банкрот. И программа не пускает её дальше, недоступна кнопка далее или что-то в этом роде. Номер дела и сопутствующую информацию я ей предоставил, она позвала другую девушку, видимо выше по должности. Та посмотрела и объяснила мне, что из-за того, что я когда-то проходил процедуру банкротства в Россельхозбанке мне никогда не смогут открыть карту, потому что информация обо мне есть на портале bankrot.fedresurs.ru.<br/><br/>На мои замечания, что процедура давно завершена она ответила, что не может ничего поделать, такова политика банка и даже то, что есть решение суда о завершении процедуры здесь ничего не решит. Так ли это? В других банках у меня тоже иногда возникают вопросы из-за банкротства, но в открытии просто дебетовых карт мне ещё нигде не отказывали. Даже те банки, где были списаны долги. Кроме того я сейчас ИП и у меня есть счета в двух банках открытые именно на ИП, везде я всегда сообщал факт того, что я бывший банкрот и никаких проблем не возникало.<br/><br/>Прошу ответить, правда ли из-за того, что я прошёл процедуру банкротства, причём кредитов в Россельхозбанке у меня не было никогда, как и обычных счетов, ваш банк мне не сможет оформить даже дебетовую карту? Такова политика банка? Или сотрудники просто не знают что делать в таких случаях и  меня отшили?<br/><br/>Спасибо
						</br></br></br></br></div>"
1535,1535,Без оценки,"Карта выпускается уже 1,5 месяца","<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-full="""">
							Добрый день!<br><br>20.12.2019 заказал в ИБ дебетовую карту хозяина. Через несколько дней она появилась со статусом «Заблокирована» (5398*1244). В конце января начал интересоваться судьбой карты. В отделении, в котором должен был ее получить, отвечали что она еще в пути.<br>Вчера, 05.02, позвонил на горячую линию РСХБ, там мне ответили, что карта находится в отделении г.Ростова по адресу: проспект Михаила Нагибина, 14А.<br><br/>Позвонил в то отделение: там некоторое время разбирались, и ответили что к ним она не поступала, и, учитывая столь долгий срок - вряд ли поступит. И необходимо закрывать карту со счетом, а потом заказывать новую.<br/>Сегодня, 06.02, зашел в отделение, в котором должен был получать карту, объяснил ситуацию.<br/>Мне ответили, что счет карты закрывается до 45 дней, и только после этого срока можно будет заказать новую. А ничего другого они не могут сделать. Пока отложили закрытие карты со счетом.<br/><br/>Я понимаю, что ошибки возможны. Тем более - банк большой. Вопрос в том, какая на ошибку реакция. А реакция такая: никто ничего не может пояснить по судьбе карты, никто не может как-то помочь решить проблему.<br/>Обращаюсь к представителю банка: у вас кто-то способен выяснить что с картой? И, если она действительно утеряна, то перевыпустить? Или предложить свой вариант?
						</br></br></br></br></div>"
1539,1539,Без оценки,Не могу закрыть досрочно ипотеку,"<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-full="""">
							16 января 2020 года обратился в отделение банка с намерением досрочно погасить оставшуюся сумму по ипотеке  от 01.03.2018 г. Был получен ответ, что с 1 января 2020 года я не могу осуществлять досрочное погашение в любой рабочий день месяца, а должен дожидаться следующего планового платежа. <br>Следующий плановый платёж должен был произойти 03.02.2020г.  Я зашёл в мобильное приложение и попытался сформировать заявку на полное досрочное погашение. <br/><br/>Утром 03 февраля я обнаружил, что с моего карточного счёта была списана сумма в размере обычного ежемесячного платежа вместе с процентами, но кредит, так и не был погашен. Я явился в отделение банка и спросил, почему меня не предупредили, что помимо общей суммы задолженности. я оказывается, должен был держать на счёте ещё деньги для планового платежа. Естественно, ответа я не получил и не получил также конкретной информации от сотрудников банка, сколько мне необходимо денег внести на карту, чтобы в дальнейшем не оказалось, что их недостаточно. Мне сказали, что ваша заявка отменена у них в системе. Причин не называют, я догадался сам. <br/><br/>Мои следующие действия были таковыми: я внёс ещё около 2000р на карточный счёт, с которого происходит списание денежных средств в счёт моего ипотечного кредита и попросил вместе с ними создать новое, теперь только уже бумажное заявление на досрочное полное закрытие кредита. <br/><br/>На утро я открыл мобильное приложение и увидел, что долг по ипотеке исчез. Моя заявка от 16.01 на полное погашение почему-то приобрела статус ""Исполнена"", хотя должна была быть исполнена уже новая заявка, ведь та по словам сотрудников банка была кем-то по каким-то неведомым причинам отменена. На карточном счёте осталась небольшая сумма - около 2000 рублей. Это те самые деньги, которые я внёс ""на всякий случай"", чтобы потом не было претензий, что денежных средств не хватило.<br/><br/>В этот день 04 февраля я вновь поехал в отделение банка, чтобы отдать им карту и написать 2 заявления: на получение справки о закрытие ипотеки и на снятие обременения. Отдавая карту, я попросил также закрыть банковский счёт, привязанный к этой карте, на что получил от операциониста следующий ответ: ""Мы не можем закрыть счёт, пока ипотека не будет закрыта"". Я ответил, что в моём приложении она уже закрыта, почему вы не видите этого? Они сказали, чтобы я не переживал, синхронизация данных произойдёт в течение дня. Я сказал, что картой больше пользоваться мне ни к чему и отдал операционисту, сказал также, что заеду на днях написать заявление на закрытие этого счёта, когда у них наконец пройдёт эта синхронизация. <br/><br/>На следующий день, то есть сегодня, 05 февраля утром я снова открыл мобильное приложение и обнаружил, что ипотека вновь не погашена, деньги возвращены на мой карточный счёт. Немедля я снова поехал в отделение для получения разъяснений. Операционист запросил информацию и ему прислали ответ, что на счету в момент списания было недостаточно средств.<br/><br/>Я прошёл в кабинет к управляющему филиала и запросил выписку по моему карточному счёту. В этой выписке чётко видно, что денег на счёте было предостаточно, что была произведена операция по списанию долга и всех необходимых процентов. Я написал финансовую претензию на имя директора Краснодарского РФ АО ""Россельхозбанк"" Т.К. К-ву с просьбой разобраться с данной ситуацией и закрыть наконец мой кредит. Рабочий день уже подходит к концу и ответа я так и не получил.
						</br></div>"
1554,1554,Без оценки,Запрет перевода,"<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-full="""">
							В конце января 2020 года мне нужно было оплатить покупку в интернете. А нужно сказать, что пользуюсь несколькими картами разных банков. Никогда никаких проблем не было. <br><br>И вот при попытке оплатить, то есть перевести деньги с зарплатой карты Россельхозбанка на карту Сбербанка начинаются сложности. В личном кабинете выбираю сумму, номер карты на какую нужно отправить, подтвердить. Для чего то ещё спрашивают дату рождения, ввожу. И тут же вылетаю из приложения,с формулировкой учётная запись заблокирована. С чего вдруг спрашиваю? <br/><br/>Пришлось платить с другой карты с более высоким процентом за перевод (плюс 1500). Начинаются звонки от службы безопасности банка, я ли перевожу деньги, когда уже не нужно(звонили на несколько номеров, так как у меня три сим-карты).Безобразие! Много раз переводил деньги с других карт-такого не было, а тут вечно какие-то проблемы. Учётная запись была недоступна три дня. Потом восстановили доступ. Всё чаще посещает мысль уйти куда-то ещё.
						</br></br></div>"
1561,1561,Без оценки,Перевод денег в другой банк,"<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-test=""responses-message"">
							Сделала перевод с карты РСХБ на Сбербанк. Перевод был выполнен с 31.01.2020. На настоящий момент ничего не происходит, деньги списали, в историях операций висит в статусе выполняется, просто ужасное обслуживание. <br/>Никогда не встречалась с таким, всегда быстрый и качественный перевод, а тут неизвестность полная!
						</div>"
1566,1566,Без оценки,Прошу разъяснить порядок возврата и вернуть страховку,"<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-full="""">
							Доброго времени суток.<br><br>Уважаемый представитель банка, прошу разъяснить мне следующую ситуайцию - имею ли я право на возврат денег за страховку. Я заключил два кредитных договора - 28 ноября и 10 декабря 2019 года.    По каждому договору я решил отказаться от страховки, ну не требуется она. Отправил 12 декабря, квитанция 4500444203816 и 45004442038143, все уже банком получено. И по второй страховке отправил  16.12.2019, квитанция 45004442039782 и 450044420339782. Все тоже уже вручено. Как в соответствии указал банк России, я отправил отказ от страховки, каждый отдельно, и еще отправил копию в рсхб страхование, чтобы не возникло заминки.  Но вот денег мне до сих пор не вернули. А я точно знаю, что например в сбербанке тоже есть программа страхованитя, когда страхуешься через банк и вот они возвращают страховку все равно.<br/>Прошу таки разобраться в моей ситуации и вернуть деньги за обе страховки.
						</br></br></div>"
1579,1579,Без оценки,Безопасность доступа к ДБО,"<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-full="""">
							Уверена, что по мере закрытия вкладов в других банках, РСХБ ожидает большой приток вкладов (и вкладчиков),  поскольку у банка были (и есть) достаточно прривлекательные предложения про пополняемым долгосрочным вкладам.<br><br>Надеюсь, что вместе с этим и качество обслуживания в данном банке будет улучшаться.В связи с этим я хочу поднять вопрос о безопасности ДБО в РСХБ.Я считаю необходимым  предоставить клиентам РСХБ возможность отключения дистанционного восстановления доступа к интернет-банку по номеру карты - либо в ЛК, либо в офисе банка. Дистанционное восстановление доступа без полной идентификации клиента - это дыра в безопасности, и я боюсь стать жертвой третьих лиц вследствие утечки данных из банка и замены симкарты третьими лицами с помощью недобросовестных сотрудников ОпСоС. В последнее время регулярно в СМИ и на форумах появляется информация об утечках данных, то в одном, то в другом банке. Сейчас можно узнать о каждом из вкладчиков любую информацию, вплоть до состояния счетов и домашнего адреса. Просто раздолье для обманщиков! <br/><br/>Полгода назад была вынуждена сменить в РСХБ номер телефона, предназначенный исключительно для связи с банком, после неоднократных звонков третьих лиц, якобы ""из службы безопасности"". И до сих пор мне на этот номер регулярно, иногда - по нескольку раз в день звонят третьи лица. Подчеркну: на номер, известный лишь банкам и не засвеченный ни в каких соцсетях, Авито, магазинах и т.п. - при этом ко мне обращаются по ФИО, и предлагают вложить деньги на якобы выгодных условиях в какие-то финансовые помойки!Из банков утекают номера карт, номера телефонов и паспортные данные. А некоторые ОпСоС отказывают в запрете действий по доверенности... Да и там, где такой запрет возможен - толку от него мало. Этот запрет имеет лишь информационный характер, т.е. не обеспечен техническими решениями. Ну, и банально замотивировать сотрудника ОпСоС и заменить нужную симку третьим лицам труда не составит. А поскольку банк на такую замену реагирует не сразу (или вообще не реагирует), у третьих лиц есть время выполнить все задуманное.<br/><br/>Полагаю, что клиентам ЛЮБОГО БАНКА, тем более такого крупного, как РСХБ, необходимо предоставить возможность в ЛК установить запрет на дистанционное восстановление доступа! В ВТБ такая возможность реализована более чем полгода назад, после лавины обманных действий в отношении клиентов банка.Я храню в РСХБ немалые суммы и хочу быть уверена в безопасности своих сбережений! А для тех, кто готов рисковать и не полагается на свою память, пусть останется дистанционное восстановление доступа, но с обязательным звонком из контактного центра, с запросом кодового слова и др. идентификационной информации о клиенте.
						</br></br></div>"
1602,1602,Без оценки,Почему отказывают в кредите?,"<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-full="""">
							Здравствуйте, у меня проблема....Банк стал отказывать в кредите, что делать? в 2015году ""страховая"" затянула с выплатой страховки, а я не могла выплатит другому банку кредит (лежала в этот момент в больнице) и сумма кредита то смешная была 16000р, вообщем я попала в ""черный список"".... банки потом стали отказывать в кредите (из-за кредитной истории) в том числе и Россельхозбанк, через два года банк дал мне кредит и я его выплатила, закрыла досрочно, в прошлом году банк опять дал кредит и я его исправно плачу....сделала попытку в конце прошлого года и в январе этого года взять кредит и банк стал опять отказывать..... помогите  как ""выровнить"" положение....
						</div>"
1606,1606,Без оценки,Запись через колл-центр,"<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-full="""">
							Добрый день.<br><br>Через колл-центр записались на подачу документов на рефинансирование ипотеки в центральный офис (Спб) на субботу на определенное время. Приехали в офис, а ипотечный отдел по субботам не работает. Как составляется запись, что получаются такие косяки? У сотрудников колл-центра нет актуального расписания работы отделений и отделов? Сам ипотечный отдел не видел, что у клиента стоит запись на нерабочее время? Хотелось бы разобраться в ситуации.  <br/>Спасибо.
						</br></br></div>"
1612,1612,Без оценки,Обман!,"<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-full="""">
							Здравствуйте. <br><br>В октябре 2018г. мне нужна была дебетовая карта. Слышал, что у них есть дебетовая карта без годового обслуживания. Пришел в офис. Попросил карту, на что мне сотрудник банка сказала, что таких карт нет. Сказала: давайте оформим вам карту самую дешевую, обслуживание стоит 200руб. в год. Начали оформлять, то есть карта будет готова только через несколько дней. <br><br>При оформлении и подписывании документов я начал листать буклет с тарифными планами дебетовых карт. Обнаружил, что есть карта «Амурский тигр» без годового обслуживания. Я сказал, почему мне эту карту не предложили, на что я получил ответ: что директор не разрешает. Я рассердился и сказал: ваша внутренняя политика и «нехотелка» останется в вашей «компании», а мне нужна такая карта. Оформили и я ее получил. <br/><br/>Недавно открываю приложение банка и вижу баланс дебетовой карты, которую я не получал: - 400 рублей. <br/>Подскажите, за что я должен платить? Почему данный сотрудник не отменил заявку? Вопрос не требующий ответа. Прошу Вас, урегулировать данную ситуацию, так как платить за «воздух» не собираюсь.
						</br></br></br></br></div>"
1620,1620,Без оценки,Сельской ипотеки нет в СПБ,"<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-full="""">
							Добрый день. Пытаюсь с 9 января оставить заявку на сельскую ипотеку. Первый раз обратилась 10 января. Ведущий ипотечный  специалист округлила глаза и впервые от меня услышала о ней. Очень долго куда то звонили, узнали что это новый продукт. Какие земли подходят под эту ипотеку не сказали, типа нет информации. Сказали принести справку 2 ндфл, копию трудовой и заявку. Я ушла за документами. <br><br>Собрала весь пакет и 20 января. Отнесла его в офис. Не буду вдаваться в детали обслуживания. В целом документы у меня забрали, но заявку не оформили. Со слов специалиста из головного офиса поступило распоряжение заявки по сельской ипотеке не принимать, а так же у банка нет понимания процедуры принятия таких заявок и нет списка земель в которых можно посмотреть участок. <br/><br/>Прошу разобраться в некомпетенции сотрудников отделения и принять заявку. Либо если они говорят правду убрать рекламу с сайта т. К это ложь.
						</br></br></div>"
1672,1672,Без оценки,Взяли и не отдают :(((... (пока без оценки),"<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-full="""">
							Клиент с 2015го. В основном открывал и лонгировал вклады. Летом 19-ого появилась 1-ая необходимость досрочно он-лайн снять один вклад. В других банках это быстро и сразу. Программа сначала  написала что-то о невозможности в данное время...тра-ла-ла. Повторные попытки выдавали ""По данной операции есть незаконченное распоряжение &amp;1"" итд...<br><br>Ну, естественно, звонил, объяснял, ждал, кажется, пару дней... Решилась проблема.  Вчера (10.01.20)  закрывал вклад. МНЕ ТАК НАДО И ДАЖЕ ОЧЕНЬ!!!  Все повторяется по прошлому разу!!! Опять звоню, опять что-то обещают итд... На данном сайте есть подобный отзыв аж от 2018 года!!! РосКОЛХОЗ? Нет хозяина?<br/>Ну уже не модно нынче таким примитивным способом удерживать денсредства хотя бы на 2-3 дня и мурыжить клиентов, тем более вкладчиков, прикрываясь типа техническими сбоями, например, после долгих праздников (колхозная программа тоже праздновала?)...<br/><br/> Я не прав? Даже совеЦкий  Сбер уже подысправился в лучшую. <br/>""Что делать?""<br/>""Быть или не быть?""  <br/>Всех с праздниками и программу тоже. <br/>Главное - здоровье!
						</br></br></div>"
