,Unnamed: 0,rating,header,review
213,1,Оценка:1Проверяется,Обман с выплатой вознаграждения, являться владелец дебетовый карта хозяин россельхозбанк май текущий год карта действовать тарифный план дебетовый карта хозяин согласно приложение приказ ао россельхозбанк ода неотъемлемый частью тарифный план являться пункт вознаграждение клиент путём возврат часть потратить средство оплата товар услуга согласно это пункт подключить пункт супер сумма операция оплата товар услуга один следующий категория игра книга телекоммуникация музыка фильм зоомагазин аптека прошлое месяц операция согласно это пункт банк выплачиваться вчера трата май месяц абсолютно аналогичный трата прийти размер требовать начислить супер май согласно плата тарифный план размер сумма оплата дать категория аналогичный ситуация произойти выплата кэшбэк май год кредитный карта хозяин владелец который также являться 
214,1,Оценка:1Проверяется,Тренд на обнуление кешбека, накануне всеросийский день голосование против обнуление президентский срок прописать поправка конституция госбанк россельхозбанк поддержать тренд обнуление обнулить кешбек телек мсс хотя правило чётко указать кешбек факт май месяц выплатить точно пойти проголосовать против поправка конституция против россельхозбанк закрой карта быть пользоваться продукт случай невыплата кешбек установленный банк правило я готовиться исковый заявление 
215,1,Оценка:1Проверяется,Не полностью выплатили кешбек 1% вместо 10%, карта хозяин вместо рубль кешбек телекоммуникация выплатить около рубль хотя выплачиваться полный объём банк нарушить условие вознаграждение клиент путём возврат часть потратить средство оплата товар услуга супер прошлое месяц операция согласно это пункт банк выплачиваться уведомление поступать причина ясный кроме кинуть связь новый условие который вступать июль 
216,1,Оценка:1Проверяется,"Еще сбер с бабушкой не рассчитался, как очередной госбанк обманывает людей.", присоединяться к весь отзыв обмануть клиент кешбек операция сказать банк держать слово использовать мошеннический метод работа клиент введение клиент заблуждение злоупотребление доверие кончиться акционный деньга прямо сказать кешбек заранее это делать другой банка вопрос дальнейший делать это подтишка задний число операция провести старое правило это свинство большой прибыть банк поиметь имидж испортить основательно это госбанк представитель государство сказать должный голосовать поправка конституция требовать исполнить взять ранее обязательство ждать инструкция опытный коллега получить обещать 
217,1,Оценка:1Проверяется,Сельская ипотека- развод для населения, добрый день оценить хитрый ход россельхозбанк май год мы одобрить заявка сельский ипотека май банк принять документ недвижимость июнь узнать программа остановить финансирование кончиться мы оплатить оценка недвижимость работа риелтор внести аванс объект звонить июнь банк узнать возобновление финансирование предлагать ждать взять ипотека программа процентный ставка раз выше первоначальный взнос столько наличка нужно добавить обозначить срок выбрать программа никто хотеть просто пропихивать другой видимо отчитаться какой дикий спрос пользоваться новый президентский программа деньга просто небо падать тысяча вообще нужный ипотека 
218,1,Оценка:1Проверяется,Обман клиентов очередным госбанком., присоединяться к весь отзыв обмануть клиент кешбек операция сказать банк держать слово использовать мошеннический метод работа клиент введение клиент заблуждение злоупотребление доверие кончиться акционный деньга прямо сказать кешбек заранее это делать другой банка вопрос дальнейший делать это подтишка задний число операция провести старое правило это свинство большой прибыть банк поиметь имидж испортить основательно это госбанк представитель государство сказать должный голосовать поправка конституция требовать исполнить взять ранее обязательство ждать инструкция опытный коллега получить обещать 
219,1,Без оценки,Сельская ипотека - то чего на самом деле нет, самый первое день запуск программа сельский ипотека пытаться её взять это похоже программа который вешание лапша ухо тв мы одобрить ипотека начать собирать справка причём сотрудник сам знать именно нести просить принести документ который нужный например делать оценка участок тысяча сколько время потратить найти компания строительство дом подходящий условие банка составить смета начаться сотрудница сказать дать ипотека стоить отправлять москва документ смета внутренний отделка остальной коммуникация окно входной группа крыша сам требование нигде прописать нигде слово сотрудница внутренний документ показать клиент время потратить полсезон нерв деньга сила впустую слово готовый таунзаус отделка очень хреновый качество ипотека давать видимо строитель забахать человек ещё наш область одобрить один сельский ипотека строительство дом вводить заблуждение человек планировать связаться минсельхощразвитие написать жалоба правительство очень возмущать весь этот ситуация 
220,1,Оценка:1Проверяется,Не полностью выплатили кешбек, карта хозяин вместо рубль кешбек телекоммуникация выплатить около рубль хотя несколько месяц выплачиваться полный объём предполагать июнь тот история тариф менять июль выплата свидание россельхоз банк ждать решение это вопрос 
221,1,Оценка:1Проверяется,Невыполнение банком условия тарифного плана, являться владелец дебетовый карта хозяин россельхозбанк май месяц текущий год карта действовать тарифный план дебетовый карта хозяин согласно приложение приказ ао россельхозбанк ода неотъемлемый частью тарифный план являться пункт вознаграждение клиент путём возврат часть потратить средство оплата товар услуга согласно это пункт подключить пункт супер сумма операция оплата товар услуга один следующий категория игра книга телекоммуникация музыка фильм зоомагазин аптека прошлое месяц операция согласно это пункт банк выплачиваться вчера трата май месяц абсолютно аналогичный трата прийти размер требовать начислить супер май согласно плата тарифный план размер сумма оплата дать категория 
222,1,Оценка:1Проверяется,Нарушение правил тарифов, год банк выплатить кэшбэк вознаграждение операция оплата товар услуга провести счёт май год кредитный карта хозяин дебетовый карта хозяин покупка мсс телекоммуникационный услуга пробонусировать размер май год весь карта действовать категория телекоммуникация бонусный программа супер который бонусироваться размер соответствие пункт тариф официально опубликовать банк состав категория дать бонусный программа существовать значит мсс телекоммуникационный услуга безусловно относиться категория телекоммуникация сила название описание данный мсс такой образ банк выплатить лишь предусмотренный тариф сумма вознаграждение указанный выше операция вместо основание изложить выше просить банк срочно доначислить кэшбэк операция оплата товар услуга мсс май год примечание модератор речь идти бонусный программа банка полностью описать документ тариф кредитный дебетовый карта хозяин являться неотъемлемый частью тариф просить снимать оценка поскольку нарушить условие бонусный программа тариф одновременно 
223,5,Оценка:5Проверяется,Отзыв, хороший ставка среди банк главный фиксировать ставка очень довольный спасибо единственный банк кто нету комиссия внутри банка единственный банк банкомат работать час очень важный удобно разный случай бывать некоторый банк работать часы вечер 
224,5,Оценка:5Проверяется,Отзыв, хотеть выразить благодарность мищенко инна геннадий сотрудник магаданский офис расположить адрес год магадан пр карл маркс далее внимательный доброжелательный отношение обратиться банк один половина день май размещение деньга вклад банка очень различный вклад люба вкус сотрудник подойти мой пожелание весь ответственность внимательно выслушать мой пожелание подобрать вклад грамотно рассказать учитывать возраст мой вопрос думать компетентный сторона банковский сотрудник проявлять спокойствие внятно отвечать также помочь оформить заявление перечисление пенсия плюс оформить карта начисление процент остаток весь свой знакомый непременно порекомендовать банк спасибо большой такой грамотный доброжелательный сотрудник 
225,1,Оценка:1Проверяется,Банк вычитает обратно кэшбэк спустя 6 месяцев, добрый день сегодня выписка карта хозяин появиться строка дата совершение операция сумма валюта операция комиссия валюта счёт валюта операция содержание операция карта доллар сша списание сумма доступный остаток дата формирование выписка учёт неподтвержденный операция россельхозбанк вычесть кэшбэк обратно спустя месяц почему счёт уйти минус вычесть 
226,1,Оценка:1Проверяется,Мошенничество в чистом виде., месяц данный банк решить ограбить сумма р также планировать ограбить такой сумма июль иметь карта хозяин оформляться я основание предложить банк условие который устраивать целое полгода владение карта вчера время очередной выплата положить кэшбэк май месяц клиент удивление видеть сумма ровно маленький ожидать недавно банк сообщать кардинальный изменение бонусный программа увидеть сделать вывод ок условие новое просто отвратительный банк иметь право это дело изменение кэшбэк аж май точно условие начисление совершенно другой чат любезно сообщить текущий момент условие измениться банк самостоятельно определять перечень партнёр мсс код каждый категория который начислять начислять связь пересмотр данный перечень внести изменение начисление некоторый мсс код исключить спустя месяц выполнение клиент условие банк заявлять подумать решить фига кэшбэк далее измениться перечень мсс код начисление ранее сайт банка данный перечный представить соответственно изменение банк размещать актуальный перечень мсс код сайт это вообще это лохотрон получаться круча вертеть выплатить захотеть банка мсс указывать ссылаться случай споровый скажем узнать получаться банк считать нужный сообщать клиент условие обслуживание это законно хотя это неправда том данный список мсс код сотрудник банка предоставляться ранее мсс очень присутствовать бонусироваться банк иметь право изменять мсс угодный такой образ это сделать поставить просто факт ооочень задний число никто сей пора официально сайт оповестить банк год отмечать летие круто понимать это решить сделать подарок обычно это происходить наоборот правда банка дарить клиент вобщий кинуть требовать выплатить недоплатить р май полный объём обещать договор тариф июнь очень хотеться надеяться банк поддерживать государство бишь весь мы превратиться ммм 
227,1,Оценка:1Проверяется,Обман с кэшбеком, данный момент сайт банка разместить информация карта хозяин обещать суперкэшбек телекоммуникация согласно условие платёжный система основный код телекоммуникационный услуга являться код однако банк операция данные код начислить май лишь кэшбек являться абсолютный несоблюдение вышеуказанный рекламный информация прямая нарушение закон реклама целенаправленный введение потребитель заблуждение банк менять бонусный программупо карта хозяин причина банк начислить положить процент кэшбек операция совершить ещё май июнь смена тариф ещё речь 
228,1,Оценка:1Проверяется,мошенничество. у россельхозбанка поехала кукуха от карантина, мошенничество выплата кешбек предыдущий месяц данный момент сайт банка разместить рекламный информация карта хозяин обещать суперкэшбек телекоммуникация согласно условие платёжный система основный код телекоммуникационный услуга являться код однако банк операция данные код начислить май лишь кэшбек являться абсолютный несоблюдение вышеуказанный рекламный информация прямая нарушение закон реклама целенаправленный введение потребитель заблуждение колхозник задница чёрный список бойкот придурок быть судиться этот феерический тварь 
229,1,Оценка:1Проверяется,"Грубое нарушение условий ДБО, мошенничество в отношении клиента!", здравствовать давыдов динар вялий являться клиент россельхозбанк иметься два дебетовый карта хозяин именной неименной год верно начислить кэшбек опция супер вместо положить сумма майский покупка согласно плата приложение приказ ао россельхозбанк ода дебетовый карта хозяин покупка категория телекоммуникация начисляться такой образ банк нарушить мой право клиент условие договор публичный оферта законодательство рф данный письмо являться официальный метод мирный урегулирование возникнуть конфликт требовать выполнить обязательство договор выплатить супер размер сумма покупка май год случай несоблюдение банк установленный правило договор отсутствие обоснованный ответ вынужденный быть подать жалоба федеральный антимонопольный служба центральный банк рф иск суд рф просить предоставить письменный ответ электронный почта указанный комментарий это отзыв 
230,1,Оценка:1Проверяется,Нарушение условий обслуживания, присоединяться возмутить автор предыдущий отзыв рсхб выплатить кэшбэк трата категория телекоммуникация всякий предупреждение нарушить содержашийся тариф условие обслуживание карта хозяин речь идти имить односторонний иизменение условие обслуживание том профиль использование дать карта остаться прежний сравнение несколько моследний месяцами бонусироваться аналогичный операция полный объём 
231,1,Оценка:1Проверяется,Нарушение закона о рекламе, данный момент сайт банка разместить рекламный информация карта хозяин обещать суперкэшбек телекоммуникация согласно условие платёжный система основный код телекоммуникационный услуга являться код однако банк операция данные код начислить май лишь кэшбек являться абсолютный несоблюдение вышеуказанный рекламный информация прямая нарушение закон реклама целенаправленный введение потребитель заблуждение 
232,1,Оценка:1Проверяется,"Десятина кешбека- обман, мошенничество с кешбеком и тарифами по карте Хозяина", присоединяться к весь отзыв обмануть клиент кешбек операция сказать банк держать слово использовать мошеннический метод работа клиент введение клиент заблуждение злоупотребление доверие кончиться акционный деньга прямо сказать кешбек заранее это делать другой банка вопрос дальнейший делать это изподтишка задний число операция провести старое правило это свинство боьша прибыть банк поиметь имидж испортить основательно это госбанк представитель государство сказать должный голосовать поправка конституция требовать исполнить взять ранее обязательство иначе вынужденный быть обратиться суд 
233,1,Оценка:1Проверяется,Невыплата вознаграждения в соответствии с тарифами, банк зачислить два мой дебетовый карта хозяин кэшбэк размер сумма майский покупка мсс телекоммуникация оба карта май год активный бонусный программа супер выбрать категория телекоммуникация дать категория бонусироваться размер соответствие пункт тариф банк нигде опубликовать разъяснение состав дать категория телекоммуникация хотя давно получать неоднократно просьба клиент сделать это поэтому мсс официальный название описание однозначно входить состав категория телекоммуникация должный пробонусировать размер требовать начислить недоставать сумма кэшбэк майский покупка мсс величина сумма банк нарушить условие бонусный программа тариф том бонусный программа опубликовать внутри тариф вид отдельный пункт поэтому просить модератор снимать оценка 
234,1,Оценка:1Проверяется,задним числом изменили условия кешбек, иметь кредитный карта рсхб тп хозяин соответствие плата приложение приказ ао россельхозбанк ода тарифный план карта хозяин карта подключить категория супер сумма операция оплата товар услуга один следующий категория телекоммуникация соответствие условие плата вышеуказанный тарифный план выполнить покупка дать категория сумма рубль супер май начислить размер вместо рубль требовать начислить супер май плата тарифный план размер сумма трата 
235,1,Оценка:1Проверяется,Тайные условия тарифов задним числом, закон обратный сила иметь изменение должный публиковаться день сайт банка владеть кредитный дебетовый карта хозяин рамка тариф положить начисление кэшбек оплата категория выбор июнь банк анонсировать изменение тариф дебетовка тариф другой название условие вступать сила июль ок это честно законно вне зависимость нравиться тариф изменение сайт размещаться новость сегодня июнь июль наступить понять банк начислять новый условие кэшбек майский операция очевидно новое правило вступить сила обращение кц банка получать крайне интересный ответ банк решить начислять кэшбек июнь согласно правило новость решение должный опубликовать сайт май сеять день вопрос руководствоваться банк вариант ровно актуальный тариф который июль появиться секретный правило который скрывать нарушать закон условие договор дополнительно отметить кк отсутствовать информация смена тп июль однако проблема коснуться следовательно актуальный именно два вариант банк односторонний порядок менять условие договор тарифный план выполнять обязательный информирование вид размещение информация свой сайт такой образ ничто мешать банка ввести любой комиссия фактический совершение операция клиент тариф показывать ссылаться внутренний решение руководствоваться здравый смысл законодательство также судебный практика считать изменение условие информирование клиент являться незаконный подлежать отмена поэтому просить отменить секретный правило провести начисление выплата согласно условие тп актуальный момент совершение операция разместить официальный заявление ошибка принести извинение клиент чей право ущемить нарушение договорный отношение банк размещать изменение тариф условие обслуживание другой неотъемлемый приложение договор обслуживание поздний день сайт 
236,1,Оценка:1Проверяется,Кидалы из Россельхозбанка, банк менять бонусный программа карта хозяин однако сутки раздумье неизвестный причина банк решить вступить сила изменение применить ранее прошедшее период начисление кэш май июнь вопрос банка быть доначислить кэшбек совершить операция причина изменить условие задний число аж месяц назад уведомление клиент 
237,1,Оценка:1Проверяется,РСХБ- Мошенники, банк обмануть начисление кэшбек карта хозяин вместо обещать выплатить ранний банк называть росколхоз самый имя это расти навоз сотрудник банка работать мошеннический организация расти навоз 
238,1,Оценка:1Проверяется,обман с программой лояльности, банк обмануть программа лояльность клиент банка пользоваться продукт банка именно дебетовый карта банка тратить каждый карта равно р категория товар услуга предложить банк выбрать я трата мсс банк предлагать вернуть часть трата размер предложить категория мсс сегодня банк выплатить кешбек размер вместо итог банк обмануть программа лояльность исполнить взять обещание 
239,1,Оценка:1Проверяется,Банк незаконно обманул с кэшбеком, пользоваться дебетовый карта хозяин устанавливать опция суперкэшбек телекоммуникация сегодня судить получить кэшбек банк односторонний порядок изменить условие договор выплатить рубль каждый карта значительно ниже полагаться плата приложение приказ ао россельхозбанк ода тарифный план дебетовый карта хозяин рубль учёт оплата категория считать это недопустимый требовать выплатить полагаться кэшбек май июнь июль банк изменить картегорий кэшбек это право предыдущий месяц кэшбек должный начислить ожидать размер 
240,1,Оценка:1Проверяется,Сборище кидал, пользоваться дебетовый карта хозяин россельхозбанк сегодня впервые обмануть выплатить полностью кэшбек категория телекоммуникация май месяц выплатить вместо наглый обман изменение тариф вступать следовать банк должный р требовать выполнение условие полный выплата кэшбек 
241,1,Оценка:1Проверяется,Обман с кэшбеком и ложь горячей линии, банк поменять бонусный программа карта хозяин право банка вопрос вступать сила причина банк начислить положить процент кэшбек операция совершить ещё май июнь смена тариф ещё речь горячий линия путный сказать мочь повторять мантра банка поменяться партнёр мастеркард другой сменить банк раскрывать код входящая категория откровенный ложь который стоить оценка вопрос банка быть доначислить кэшбек совершить операция причина изменить условие задний число аж месяц назад уведомление клиент 
242,1,Оценка:1Проверяется,Обман с кэшбеком, выплатить кэшбэк май нарушение свой правило никто отмена кэшбэк категория телекоммуникация заранее предупредить явный обман кроме это весь недобросовестный конкуренция который неплохо разобраться фас заранее знать кэшбек россельхозбанк заплатить пользоваться карта другой банк клиент банка ситуация являться слабый стороной договор банк просто вздуматься менять условие программа заранее предупредить получить согласие клиент позорище позор руководитель банка 
243,1,Оценка:1Проверяется,Хозяин оказался с обманом, добрый вечер являться клиент банка год сегодня получить очередной кешбек май сожаление банк выплатить вместо подключить категория причём ранее сообщить изменение тариф факт программа изменить задний число просить доначислить остаться согласно условие программа кешбек действующий дата совершенный платёж май июнь 
244,1,Оценка:1Проверяется,Кидалово с кэшбэком, кэшбэк операция оплата товар услуга провести счёт май год дебетовый карта хозяин начислить полный объём покупка мсс телекоммуникационный услуга пробонусировать размер май год весь карта действовать категория телекоммуникация бонусный программа супер который бонусироваться размер соответствие пункт тариф официально опубликовать банк состав категория дать бонусный программа существовать значит мсс телекоммуникационный услуга безусловно относиться категория телекоммуникация сила название описание данный мсс банк выплатить лишь предусмотренный тариф сумма вознаграждение указанный выше операция вместо просить банк доначислить кэшбэк операция оплата товар услуга мсс май год 
245,1,Оценка:1Проверяется,Обманули с кэшбэком!!!, выплатить кэшбэк повышенный категория телекоммуникация карта хозяин май тариф меняться значит минимум должный начислить старое тариф ещё раз май июнь очень надеяться это просто технический ошибка связать переход поправить 
246,5,Оценка:5Проверяется,"Быстро, удобно, доходчиво.", июнь необходимый сделать перевод денежный средство мой сын который жить друг город перевод делать система быстрый платёж свой банка день зло очень нестабильный работать интернет банк видимо обычно проводиться технический работа какой обновление жить спальный район год краснодар мыть район единственный банк короленко это россельхозбанк хотя клиент банка решить сходить узнать сделать перевод прийти офис сотрудник сухоруков екатерина попытаться помочь перевод удивительно клиент банка покорить человеческий отношение готовность прийти помощь клиент банка подсказать обновить приложение банка сделать получиться екатерина очередь рассказать карта россельхозбанк лёгкость перевод мобильный банка ещё масса преимущество интресный продукт банка решить стать клиент ваш банка такой неравнодушный сотрудник хотеться иметь дело 
247,1,Оценка:1Проверяется,Кидалово с кэшбэком!, вместо положить выплатить кэшбэк повышенный категория телекоммуникация карта хозяин май тариф меняться значит май июнь июнь июль обязать выплатить старое условие обманщик требовать начислить положить быть жаловаться цб 
248,1,Оценка:1Проверяется,Обман! Нарушение условий тарифа банка, являться держатель дебетовый карта хозяин активированный бонусный план повышенный категория телекомуникация банк односторонний порядок нарушение гк рф закон защита право потребитель плата собственный условие комплексный банковский обслуживание изменить условие начисление бонус также тариф дебетовый карта хозяин нарушение плата тарифный план произвести начисление повышенный категория май год размер просить выполнить условие банковский договор произвести начисление исходить бонусный категория май месяц выполнить условие начисление июнь месяц 
249,1,Оценка:1Проверяется,Обман (кэжбэк), очень интересный позиция банка карта хозяин дебетовый май месяц совершить покупка категория телекоммуникация сумма р подключить кэжбэк итог сегодня прийти кэжбэк май р маленький должный хотеться спросить банка решить прокатить основание мало хотеть напомнить начислитба кэжбэк прийтись июнь размер август условие поменяться никакой отношение условие иметь текущий месяц прошлое связь дать ситуация просить доначислить положить кэжбэк просить начислить кэжбэк июнь июль размер условие выполнить никак мочь распространяться прошлое противный случай быть вынужденный обратиться регулятор цб 
250,1,Оценка:1Проверяется,Обман клиентов (невыплата кэшбека), пользоваться дебетовый кредитный карта россельхозбанк сегодня впервые обмануть выплатить полностью кэшбек категория телекоммуникация май месяц выплатить вместо наглый обман никакой изменение ранний знать закрыть карта процент устраивать другой банк намного выше требовать выполнение условие полный выплата кэшбек 
